CLAVE,MARCA,SUBMARCA,LINEA,DESCRIPCION,DESCRIPCION_LEGIBLE,AÑO,tipo,CLAVE_QUALITAS,CLAVE_HDI,CLAVE_AFIRME,CLAVE_GNP,CLAVE_MAPFRE,CLAVE_ZURICH,CLAVE_AXA,CLAVE_SURA,CLAVE_BANORTE,CLAVE_POTOSI,CLAVE_ANA,CLAVE_AXA_EMMA,CLAVE_ATLAS,CLAVE_GRAL_SEGUROS,CLAVE_ALLIANZ
01250102809,MERCEDES BENZ,MERCEDES BENZ,GLA35,CLASE GLA 35 AMG 4MATIC MHEV L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLA35 AMG 4MATIC MHEV · L4 Aut 5p,2026,AUTO,25423,2391683,115796,,,057M6168,MBA031012,,MBH31,,G0570418,,19590,,CMERA0011T
01250102805,MERCEDES BENZ,MERCEDES BENZ,GLA45,CLASE GLA 45 AMG EDITION L4 IMP AUT 5 ABS CA CE PIEL CD CQ CB,GLA45 AMG EDITION · L4 Aut 5p,2014,AUTO,4838,,,AUTMB40052014,7400850001,057P6109,,P0570054,MB279,,G0570281,,11359,,
01250102805,MERCEDES BENZ,MERCEDES BENZ,GLA45,CLASE GLA 45 AMG EDITION L4 IMP AUT 5 ABS CA CE PIEL CD CQ CB,GLA45 AMG EDITION · L4 Aut 5p,2015,AUTO,4838,,,AUTMB40052015,7400850001,057P6109,MBA031005,P0570054,MB279,011-128-08-2015,G0570281,16976,11359,71100750,
01250102805,MERCEDES BENZ,MERCEDES BENZ,GLA45,CLASE GLA 45 AMG EDITION L4 IMP AUT 5 ABS CA CE PIEL CD CQ CB,GLA45 AMG EDITION · L4 Aut 5p,2016,AUTO,4838,2084783,108180,AUTMB40052016,7400850002,057P6109,MBA031006,P0570054,MB279,,G0570281,16976,11359,71100750,CMESA0011G
01250102805,MERCEDES BENZ,MERCEDES BENZ,GLA45,CLASE GLA 45 AMG EDITION L4 IMP AUT 5 ABS CA CE PIEL CD CQ CB,GLA45 AMG EDITION · L4 Aut 5p,2017,AUTO,4838,2085121,108180,AUTMB40052017,7400850002,057P6109,MBA031008,P0570054,MB279,011-128-08-2017,G0570281,16976,11359,,CMESA0011H
01250102805,MERCEDES BENZ,MERCEDES BENZ,GLA45,CLASE GLA 45 AMG EDITION L4 IMP AUT 5 ABS CA CE PIEL CD CQ CB,GLA45 AMG EDITION · L4 Aut 5p,2018,AUTO,4838,2088704,108181,AUTMB40052018,7400850002,057P6109,MBA031008,P0570054,MB279,,G0570281,16976,11359,71100750,CMESA0021J
01250102805,MERCEDES BENZ,MERCEDES BENZ,GLA45,CLASE GLA 45 AMG EDITION L4 IMP AUT 5 ABS CA CE PIEL CD CQ CB,GLA45 AMG EDITION · L4 Aut 5p,2019,AUTO,4838,19208,108181,AUTMB40052019,7400850002,057P6109,MBA031008,P0570054,MB279,,G0570281,16976,11359,,CMESA0021K
01250103507,MERCEDES BENZ,MERCEDES BENZ,GLB200,CLASE GLB 200 MH L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLB200 MH · L4 Aut 5p,2024,AUTO,25335,2351868,,AUTMB47052024,7400860003,057M0018,MBA040009,P0570126,MBH21,011-139-06-2024,G0570397,21306,19443,71191043,CMEPB0021R
01250103503,MERCEDES BENZ,MERCEDES BENZ,GLB200,CLASE GLB 200 PROGRESSIVE L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLB200 PROGRESSIVE · L4 Aut 5p,2022,AUTO,25335,2167739,108183,AUTMB47052022,7400860002,057M6149,MBA040006,P0570118,MB686,011-139-04-2022,G0570403,21306,18803,71190513,CMEPB0011N
01250103503,MERCEDES BENZ,MERCEDES BENZ,GLB200,CLASE GLB 200 PROGRESSIVE L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLB200 PROGRESSIVE · L4 Aut 5p,2023,AUTO,25335,2169207,108183,AUTMB47052023,7400860002,057M6149,MBA040006,P0570118,MB686,011-139-04-2023,G0570403,21306,18803,,CMEPB0011P
01250103503,MERCEDES BENZ,MERCEDES BENZ,GLB200,CLASE GLB 200 PROGRESSIVE L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLB200 PROGRESSIVE · L4 Aut 5p,2024,AUTO,25335,2337753,,AUTMB47052024,7400860002,057M0018,MBA040006,P0570126,MBH21,011-139-06-2024,G0570403,21306,18803,71191043,CMEPB0011R
01250103505,MERCEDES BENZ,MERCEDES BENZ,GLB200,CLASE GLB 200 PROGRESSIVE LINE L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLB200 PROGRESSIVE LINE · L4 Aut 5p,2022,AUTO,25335,2167739,115977,AUTMB47052022,7400860002,057M6163,MBA040006,P0570118,MB676,011-139-04-2022,G0570404,21306,18803,71190513,CMEPB0011N
01250103502,MERCEDES BENZ,MERCEDES BENZ,GLB200,CLASE GLB 200 STYLE L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLB200 STYLE · L4 Aut 5p,2021,AUTO,25327,,,AUTMB47042021,7400860001,057M6147,,P0570115,MB636,011-139-03-2021,G0570397,,18617,71190539,
01250103508,MERCEDES BENZ,MERCEDES BENZ,GLB220,CLASE GLB 220 4MATIC MH L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLB220 4MATIC MH · L4 Aut 5p · s/Quemac.,2025,AUTO,25426,2377252,115778,AUTMB47082025,7401850001,057M6188,MBA040008,P0570132,MBH32,011-139-07-2025,,,19623,,CMENB0011S
01250103508,MERCEDES BENZ,MERCEDES BENZ,GLB220,CLASE GLB 220 4MATIC MH L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLB220 4MATIC MH · L4 Aut 5p · s/Quemac.,2026,AUTO,25426,2391906,116289,AUTMB47082026,7401850004,057M6188,MBA040008,P0570132,MBH32,011-139-07-2026,,,11551,71191513,CMENB0021T
01250103509,MERCEDES BENZ,MERCEDES BENZ,GLB220,CLASE GLB 220 4MATIC MH NIGHT EDITION L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLB220 4MATIC MH NIGHT EDITION · L4 Aut 5p · c/Quemac.,2026,AUTO,25461,2391906,116289,AUTMB47122026,7401850004,057M6198,MBA040012,P0570134,MBH85,011-139-07-2026,,,11551,71191751,CMENB0021T
01250103511,MERCEDES BENZ,MERCEDES BENZ,GLB220,CLASE GLB 220 NIGHT EDITION 3A FILA MHEV L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLB220 NIGHT EDITION 3A FILA MHEV · L4 Aut 5p · c/Quemac.,2025,AUTO,25426,2377252,115778,,7401850001,057M6188,MBA040008,P0570132,MBH32,011-139-07-2025,,,19623,,CMENB0011S
01250103510,MERCEDES BENZ,MERCEDES BENZ,GLB220,CLASE GLB 220 NIGHT EDITION MHEV L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLB220 NIGHT EDITION MHEV · L4 Aut 5p · c/Quemac.,2025,AUTO,25426,2377252,115778,,7401850001,057M6188,MBA040008,P0570132,MBH32,011-139-07-2025,,,19623,,CMENB0011S
01250103506,MERCEDES BENZ,MERCEDES BENZ,GLB250,CLASE GLB 250 4MATIC MH L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLB250 4MATIC MH · L4 Aut 5p · s/Quemac.,2024,AUTO,25297,2337754,115546,AUTMB47072024,7400870001,057M6169,MBA040003,P0570127,MB541,011-139-08-2024,G0570381,20899,18118,71191157,CMEGB0011R
01250103501,MERCEDES BENZ,MERCEDES BENZ,GLB250,CLASE GLB 250 PROGRESSIVE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLB250 PROGRESSIVE · L4 Aut 5p,2020,AUTO,25297,2009300,108184,AUTMB47012020,7400870001,057M6134,MBA040001,P0570108,MB541,011-139-02-2020,G0570381,20899,18118,,CMEGB0011L
01250103501,MERCEDES BENZ,MERCEDES BENZ,GLB250,CLASE GLB 250 PROGRESSIVE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLB250 PROGRESSIVE · L4 Aut 5p,2021,AUTO,25297,2151889,108184,,7400870001,057M6134,MBA040001,P0570108,MB541,011-139-02-2021,G0570381,20899,18118,,CMEGB0011M
01250103501,MERCEDES BENZ,MERCEDES BENZ,GLB250,CLASE GLB 250 PROGRESSIVE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLB250 PROGRESSIVE · L4 Aut 5p,2022,AUTO,25297,2167738,108184,,7400870001,057M6134,MBA040001,P0570108,MB541,011-139-02-2022,G0570381,20899,18118,,CMEGB0011N
01250103501,MERCEDES BENZ,MERCEDES BENZ,GLB250,CLASE GLB 250 PROGRESSIVE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLB250 PROGRESSIVE · L4 Aut 5p,2023,AUTO,25297,2169208,108184,,7400870001,057M6134,MBA040001,P0570108,MB541,011-139-02-2023,G0570381,20899,18118,,CMEGB0011P
01250103501,MERCEDES BENZ,MERCEDES BENZ,GLB250,CLASE GLB 250 PROGRESSIVE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLB250 PROGRESSIVE · L4 Aut 5p · c/Quemac.,2024,AUTO,25297,2337754,115546,AUTMB47072024,7400870001,057M0019,MBA040003,P0570127,MB541,011-139-08-2024,G0570381,20899,19459,71191157,CMEGB0011R
01250103504,MERCEDES BENZ,MERCEDES BENZ,GLB35,CLASE GLB AMG 35 4MATIC L4 TUR AUT 5 ABS CA CE PIEL SM CQ CB,GLB35 4MATIC · L4 Aut 5p,2022,AUTO,25337,2167741,108185,AUTMB47062022,7400880001,057M6150,MBA040005,P0570121,MBF91,011-139-05-2022,G0570400,,18859,71190514,CMEH30011N
01250103504,MERCEDES BENZ,MERCEDES BENZ,GLB35,CLASE GLB AMG 35 4MATIC L4 TUR AUT 5 ABS CA CE PIEL SM CQ CB,GLB35 4MATIC · L4 Aut 5p,2023,AUTO,25337,2169206,108185,AUTMB47062023,7400880001,057M6150,MBA040005,P0570121,MB682,011-139-05-2023,G0570400,,18859,71190514,CMEH30011P
01250103504,MERCEDES BENZ,MERCEDES BENZ,GLB35,CLASE GLB AMG 35 4MATIC L4 TUR AUT 5 ABS CA CE PIEL SM CQ CB,GLB35 4MATIC · L4 Aut 5p,2025,AUTO,25429,2380396,115882,,7400880001,057M6150,MBA040005,P0570136,MBH52,,G0570400,,18859,,CMEH30011S
01250103504,MERCEDES BENZ,MERCEDES BENZ,GLB35,CLASE GLB AMG 35 4MATIC L4 TUR AUT 5 ABS CA CE PIEL SM CQ CB,GLB35 4MATIC · L4 Aut 5p,2026,AUTO,25429,2391929,115882,,7400880001,057M6177,MBA040011,P0570136,MBH87,,G0570400,,18859,71190514,CMEH30021T
01250103121,MERCEDES BENZ,MERCEDES BENZ,GLC200,CLASE GLC 200 4MATIC L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC200 4MATIC · L4 Aut 5p,2025,AUTO,25455,2390573,116058,AUTMB43392025,,057M6190,MBA035039,,MBH81,011-130-18-2025,P0570078,,19944,,CMEVC0011S
01250103121,MERCEDES BENZ,MERCEDES BENZ,GLC200,CLASE GLC 200 4MATIC L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC200 4MATIC · L4 Aut 5p,2026,AUTO,25455,2392678,116422,AUTMB43392026,7401880001,057M6190,MBA035040,,,011-130-18-2026,P0570078,,19944,71191810,CMEVC0021T
01250103104,MERCEDES BENZ,MERCEDES BENZ,GLC250,CLASE GLC 250 COUPE AVANTGARDE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC250 COUPE AVANTGARDE · L4 Aut 5p,2017,AUTO,2827,2085368,108187,AUTMB43122017,7400890001,057P6160,MBA035004,,MB351,011-130-03-2017,P0570040,20828,12596,71101875,CMEGC0021H
01250103104,MERCEDES BENZ,MERCEDES BENZ,GLC250,CLASE GLC 250 COUPE AVANTGARDE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC250 COUPE AVANTGARDE · L4 Aut 5p,2018,AUTO,2827,2084096,108188,AUTMB43122018,7400890001,057P6160,MBA035004,P0570065,MB351,011-130-15-2018,P0570040,20828,12596,71101875,CMEGC0041J
01250103106,MERCEDES BENZ,MERCEDES BENZ,GLC250,CLASE GLC 250 COUPE AVANTGARDE NAVI L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC250 COUPE AVANTGARDE NAVI · L4 Aut 5p,2017,AUTO,2828,2085368,108187,AUTMB43142017,7400890002,057P6160,MBA035004,,MB351,011-130-03-2017,P0570040,20828,12596,71101875,CMEGC0021H
01250103105,MERCEDES BENZ,MERCEDES BENZ,GLC250,CLASE GLC 250 COUPE SPORT L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC250 COUPE SPORT · L4 Aut 5p,2017,AUTO,2829,2085369,108190,AUTMB43132017,7400890003,057P6163,MBA035003,,MB347,011-130-03-2017,P0570038,20829,12369,71102369,CMEGC0031H
01250103105,MERCEDES BENZ,MERCEDES BENZ,GLC250,CLASE GLC 250 COUPE SPORT L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC250 COUPE SPORT · L4 Aut 5p,2018,AUTO,2829,2084097,108190,AUTMB43182018,7400890003,057P6160,MBA035003,P0570065,MB351,011-130-15-2018,P0570038,20829,12369,71101875,CMEGC0031J
01250103107,MERCEDES BENZ,MERCEDES BENZ,GLC250,CLASE GLC 250 COUPE SPORT NAVI L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC250 COUPE SPORT NAVI · L4 Aut 5p,2017,AUTO,3391,2085369,108190,AUTMB43132017,7400890004,057P6163,MBA035003,,MB347,011-130-03-2017,P0570038,20829,12369,71102369,CMEGC0031H
01250103118,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 4MATIC L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 4MATIC · L4 Aut 5p · c/Quemac.,2023,AUTO,25296,2169210,115085,AUTMB43292023,7400900019,057P6180,MBA035025,P0570090,MB570,011-130-10-2023,P0570059,23334,18216,71190138,CMEDC0071P
01250103118,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 4MATIC L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 4MATIC · L4 Aut 5p,2024,AUTO,25296,2353940,115181,AUTMB43262024,7400900023,057P6180,MBA035027,P0570128,MB577,011-130-10-2024,P0570059,23308,18216,71190138,CMEDC0071R
01250103118,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 4MATIC L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 4MATIC · L4 Aut 5p,2025,AUTO,25296,2383370,115181,AUTMB43372025,7400900023,057M6184,MBA035022,P0570128,MB577,011-130-10-2025,P0570073,23308,18216,71190138,CMEDC0121S
01250103118,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 4MATIC L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 4MATIC · L4 Aut 5p,2026,AUTO,25370,2392680,116252,AUTMB43262026,7400900023,057M6184,MBA035022,,MB577,,P0570073,23308,18216,71190138,CMEDC0121T
01250103114,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 BASE L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLC300 BASE · L4 Aut 5p · s/Quemac.,2020,AUTO,25296,2005597,108191,AUTMB43052020,7400900002,057P6165,MBA035002,P0570110,MB304,011-130-13-2020,P0570059,16993,18217,71103210,CMEDC0081L
01250103115,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COMFORT L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLC300 COMFORT · L4 Aut 5p · s/Quemac.,2020,AUTO,25311,2023020,108192,AUTMB43272020,7400900020,057P6189,MBA035019,P0570109,MB569,011-130-13-2020,G0570391,16993,18217,71103386,CMEDC0091L
01250103115,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COMFORT L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLC300 COMFORT · L4 Aut 5p · s/Quemac.,2021,AUTO,25311,2151894,108192,AUTMB43272021,7400900020,057P6189,MBA035024,P0570109,MB569,011-130-12-2021,G0570391,23315,18217,71103386,CMEDC0091M
01250103115,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COMFORT L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLC300 COMFORT · L4 Aut 5p · s/Quemac.,2022,AUTO,25311,2167910,108192,AUTMB43272022,7400900020,057P6189,MBA035024,P0570109,MB569,011-130-12-2022,G0570391,23315,18217,71103386,CMEDC0091N
01250103108,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COUPE AVANTGARDE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 COUPE AVANTGARDE · L4 Aut 5p,2018,AUTO,25295,2088862,108193,AUTMB43152018,7400900014,057P6165,MBA035005,P0570074,MB373,011-130-04-2018,P0570041,20845,12785,71102000,CMEDC0051J
01250103108,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COUPE AVANTGARDE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 COUPE AVANTGARDE · L4 Aut 5p,2019,AUTO,25295,2085907,108193,AUTMB43152019,7400900014,057P6165,MBA035005,P0570074,MB373,011-130-04-2019,P0570041,20845,12785,71102000,CMEDC0051K
01250103108,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COUPE AVANTGARDE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 COUPE AVANTGARDE · L4 Aut 5p · c/Quemac.,2020,AUTO,25295,2000025,108193,AUTMB43152020,7400900014,057P6165,MBA035005,P0570074,MB373,011-130-04-2020,P0570041,20845,12785,71102000,CMEDC0051L
01250103108,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COUPE AVANTGARDE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 COUPE AVANTGARDE · L4 Aut 5p,2025,AUTO,25430,2380397,115820,AUTMB43372025,7400900024,057M6178,MBA035035,P0570128,MB577,011-130-04-2025,P0570041,23308,12785,71190138,CMEDC0101S
01250103113,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COUPE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 COUPE · L4 Aut 5p · c/Quemac.,2020,AUTO,25295,2003169,108194,AUTMB43052020,7400900014,057P6180,MBA035027,P0570074,MB373,011-130-13-2020,P0570063,16993,18217,71103210,CMEDC0071L
01250103113,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COUPE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 COUPE · L4 Aut 5p · c/Quemac.,2021,AUTO,25295,2151895,108194,AUTMB43262021,7400900019,057M6184,MBA035022,P0570090,MB673,011-130-13-2021,P0570063,23308,18217,71190138,CMEDC0071M
01250103113,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COUPE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 COUPE · L4 Aut 5p · c/Quemac.,2022,AUTO,25295,2168080,108194,AUTMB43262022,7400900019,057P6180,MBA035022,P0570090,MB673,011-130-13-2022,P0570063,21311,18217,71190138,CMEDC0071N
01250103113,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COUPE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 COUPE · L4 Aut 5p · c/Quemac.,2023,AUTO,25296,2169210,108194,AUTMB43262023,7400900019,057M6184,MBA035022,P0570090,MB570,011-130-13-2023,P0570063,23308,18120,71190138,CMEDC0071P
01250103113,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COUPE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 COUPE · L4 Aut 5p,2024,AUTO,25296,2353940,108194,AUTMB43262024,7400900019,057M6184,MBA035022,P0570128,MB577,011-130-13-2024,P0570063,23308,18120,71190138,CMEDC0071R
01250103113,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COUPE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 COUPE · L4 Aut 5p,2025,AUTO,25430,2383370,108194,AUTMB43372025,7400900019,057M6184,MBA035022,P0570128,MB577,011-130-10-2025,P0570041,23308,12785,71190138,CMEDC0121S
01250103113,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COUPE L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 COUPE · L4 Aut 5p,2026,AUTO,25445,2392680,116252,AUTMB43262026,7400900019,057M6184,MBA035022,,MB577,,P0570073,23308,18120,71190138,CMEDC0121T
01250103111,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COUPE SPORT L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 COUPE SPORT · L4 Aut 5p,2019,AUTO,2407,2084339,108195,AUTMB43032019,7400900016,057P6171,MBA035032,P0570085,MB468,011-130-07-2019,P0570023,20868,17402,71102654,CMEDC0061K
01250103111,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 COUPE SPORT L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 COUPE SPORT · L4 Aut 5p · c/Quemac.,2020,AUTO,2407,2167642,108195,AUTMB43032020,7400900016,057P6171,MBA035011,P0570085,MB468,011-130-07-2020,P0570023,20868,11488,71102021,CMEDC0061L
01250103116,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 E 4MATIC L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLC300 E 4MATIC · L4 Aut 5p · s/Quemac.,2021,AUTO,25322,2167911,115085,AUTMB43272021,7400900020,057P7069,MBA035025,P0570113,MB542,011-130-10-2021,P0570062,23315,18714,71190138,CMEDC0071M
01250103116,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 E 4MATIC L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLC300 E 4MATIC · L4 Aut 5p · s/Quemac.,2022,AUTO,25322,2168080,108194,AUTMB43272022,7400900020,057P6180,MBA035024,P0570090,MB569,011-130-10-2022,P0570062,21311,18714,71190138,CMEDC0071N
01250103117,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 E COUPE 4MATIC L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLC300 E COUPE 4MATIC · L4 Aut 5p · s/Quemac.,2021,AUTO,25296,2169211,108200,AUTMB43262021,7400900019,057P6180,MBA035022,P0570090,MB542,011-130-10-2021,P0570063,23308,18714,71190138,CMEDC0071M
01250103117,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 E COUPE 4MATIC L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLC300 E COUPE 4MATIC · L4 Aut 5p · s/Quemac.,2022,AUTO,25322,2168080,108194,AUTMB43262022,7400900019,057P6180,MBA035022,P0570090,MB569,011-130-10-2022,P0570063,21311,18714,71190138,CMEDC0071N
01250103117,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 E COUPE 4MATIC L4 IMP AUT 5 ABS CA CE PIEL SM SQ CB,GLC300 E COUPE 4MATIC · L4 Aut 5p · s/Quemac.,2023,AUTO,25322,2169210,115181,AUTMB43262023,7400900019,057P6180,MBA035022,P0570090,MB570,011-130-10-2023,P0570063,23308,18216,71190138,CMEDC0071P
01250103103,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 EDICION 1 L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 EDICION 1 · L4 Aut 5p,2016,AUTO,4149,2088544,108198,AUTMB43042016,7400900003,057P6154,MBA035002,P0570056,MB304,011-130-01-2016,P0570023,16993,11488,71101033,CMEDC0011G
01250103102,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 OFF ROAD L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 OFF ROAD · L4 Aut 5p,2016,AUTO,4149,2088544,108198,AUTMB43052016,7400900002,057P6146,MBA035002,P0570056,MB304,011-130-01-2016,P0570022,16993,11497,71101033,CMEDC0011G
01250103102,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 OFF ROAD L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 OFF ROAD · L4 Aut 5p,2017,AUTO,4149,2090199,108197,AUTMB43052017,7400900006,057P6147,MBA035002,P0570056,MB304,011-130-01-2017,P0570022,16993,17398,71101453,CMEDC0031H
01250103102,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 OFF ROAD L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 OFF ROAD · L4 Aut 5p,2018,AUTO,4149,2088712,115331,AUTMB43052018,7400900002,057P6147,MBA035002,P0570056,MB304,011-130-01-2018,P0570022,16993,17398,71101453,CMEDC0011J
01250103102,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 OFF ROAD L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 OFF ROAD · L4 Aut 5p,2019,AUTO,4149,2085952,108198,AUTMB43052019,7400900002,057P6147,MBA035002,P0570056,MB304,011-130-01-2019,P0570022,16993,11497,71101453,CMEDC0011K
01250103102,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 OFF ROAD L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 OFF ROAD · L4 Aut 5p · c/Quemac.,2020,AUTO,4149,2000134,108198,AUTMB43052020,7400900002,057P6147,MBA035002,P0570056,MB304,011-130-01-2020,P0570022,16993,11497,71101453,CMEDC0011L
01250103101,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 SPORT L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 SPORT · L4 Aut 5p,2016,AUTO,9331,2088545,108199,AUTMB43032016,7400900001,057P6148,MBA035001,P0570057,MB305,011-130-02-2016,P0570023,16995,11488,71101034,CMEDC0021G
01250103101,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 SPORT L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 SPORT · L4 Aut 5p,2017,AUTO,2406,2086362,108199,AUTMB43032017,7400900008,057P6148,MBA035001,P0570057,MB305,011-130-02-2017,P0570023,16995,17402,71101034,CMEDC0021H
01250103101,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 SPORT L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 SPORT · L4 Aut 5p,2018,AUTO,2407,2088713,108199,AUTMB43032018,7400900004,057P6148,MBA035021,P0570057,MB305,011-130-02-2018,P0570023,16995,17402,71102021,CMEDC0021J
01250103101,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 SPORT L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 SPORT · L4 Aut 5p,2019,AUTO,2407,2085953,108195,AUTMB43032019,7400900004,057P6148,MBA035032,P0570085,MB305,011-130-02-2019,P0570023,16995,17402,71102021,CMEDC0021K
01250103101,MERCEDES BENZ,MERCEDES BENZ,GLC300,CLASE GLC 300 SPORT L4 IMP AUT 5 ABS CA CE PIEL SM CQ CB,GLC300 SPORT · L4 Aut 5p · c/Quemac.,2020,AUTO,2407,2000133,108195,AUTMB43032020,7400900001,057P6148,MBA035011,P0570085,MB305,011-130-02-2020,P0570023,16995,11488,71102021,CMEDC0021L
